"date (UTC)","SO2 (ppb)","Flag"
2026-09-24 11:00:00,0.882,0
2026-09-24 11:01:00,0.912,0
2026-09-24 11:02:00,0.91,0
2026-09-24 11:03:00,0.903,0
2026-09-24 11:04:00,0.891,0
2026-09-24 11:05:00,0.88,0
2026-09-24 11:06:00,0.87,0
2026-09-24 11:07:00,0.849,0
2026-09-24 11:08:00,0.854,1
2026-09-24 11:09:00,0.844,1
2026-09-24 11:10:00,0.855,0
2026-09-24 11:11:00,0.836,0
2026-09-24 11:12:00,0.783,0
2026-09-24 11:13:00,0.733,0
2026-09-24 11:14:00,0.723,0
2026-09-24 11:15:00,0.698,1
2026-09-24 11:16:00,0.672,0
2026-09-24 11:17:00,0.643,0
2026-09-24 11:18:00,0.612,0
2026-09-24 11:19:00,0.635,0
2026-09-24 11:20:00,0.649,1
2026-09-24 11:21:00,0.633,1
2026-09-24 11:22:00,0.634,0
2026-09-24 11:23:00,0.636,0
2026-09-24 11:24:00,0.647,0
2026-09-24 11:25:00,0.662,0
2026-09-24 11:26:00,0.642,0
2026-09-24 11:27:00,0.603,0
2026-09-24 11:28:00,0.606,0
2026-09-24 11:29:00,0.648,0
2026-09-24 11:30:00,0.661,0
2026-09-24 11:31:00,0.693,1
2026-09-24 11:32:00,0.709,0
2026-09-24 11:33:00,0.74,0
2026-09-24 11:34:00,0.778,0
2026-09-24 11:35:00,0.711,0
2026-09-24 11:36:00,0.684,0
2026-09-24 11:37:00,0.735,0
2026-09-24 11:38:00,0.778,0
2026-09-24 11:39:00,0.861,0
2026-09-24 11:40:00,0.874,0
2026-09-24 11:41:00,0.857,1
2026-09-24 11:42:00,0.877,0
2026-09-24 11:43:00,0.916,0
2026-09-24 11:44:00,0.932,0
2026-09-24 11:45:00,0.957,0
2026-09-24 11:46:00,1.005,0
2026-09-24 11:47:00,1.022,0
2026-09-24 11:48:00,1.036,0
2026-09-24 11:49:00,0.998,1
2026-09-24 11:50:00,0.982,0
2026-09-24 11:51:00,1.066,0
2026-09-24 11:52:00,1.104,0
2026-09-24 11:53:00,1.068,0
2026-09-24 11:54:00,1.054,0
2026-09-24 11:55:00,0.998,0
2026-09-24 11:56:00,0.991,0
2026-09-24 11:57:00,1.023,0
2026-09-24 11:58:00,1.043,0
2026-09-24 11:59:00,1.045,0
