"date (UTC)","SO2 (ppb)","Flag"
2026-09-06 19:00:00,1.366,0
2026-09-06 19:01:00,1.366,1
2026-09-06 19:02:00,1.357,0
2026-09-06 19:03:00,1.314,0
2026-09-06 19:04:00,1.295,0
2026-09-06 19:05:00,1.269,0
2026-09-06 19:06:00,1.263,0
2026-09-06 19:07:00,1.285,0
2026-09-06 19:08:00,1.269,0
2026-09-06 19:09:00,1.273,0
2026-09-06 19:10:00,1.271,0
2026-09-06 19:11:00,1.302,0
2026-09-06 19:12:00,1.293,0
2026-09-06 19:13:00,1.243,1
2026-09-06 19:14:00,1.205,0
2026-09-06 19:15:00,1.142,0
2026-09-06 19:16:00,1.097,0
2026-09-06 19:17:00,1.082,0
2026-09-06 19:18:00,1.077,1
2026-09-06 19:19:00,1.071,0
2026-09-06 19:20:00,1.096,0
2026-09-06 19:21:00,1.116,0
2026-09-06 19:22:00,1.133,0
2026-09-06 19:23:00,1.104,0
2026-09-06 19:24:00,1.108,0
2026-09-06 19:25:00,1.141,0
2026-09-06 19:26:00,1.18,0
2026-09-06 19:27:00,1.15,0
2026-09-06 19:28:00,1.12,0
2026-09-06 19:29:00,1.153,0
2026-09-06 19:30:00,1.168,0
2026-09-06 19:31:00,1.213,0
2026-09-06 19:32:00,1.269,0
2026-09-06 19:33:00,1.29,0
2026-09-06 19:34:00,1.287,0
2026-09-06 19:35:00,1.262,0
2026-09-06 19:36:00,1.216,0
2026-09-06 19:37:00,1.198,0
2026-09-06 19:38:00,1.175,0
2026-09-06 19:39:00,1.208,0
2026-09-06 19:40:00,1.187,0
2026-09-06 19:41:00,1.157,1
2026-09-06 19:42:00,1.092,0
2026-09-06 19:43:00,1.072,0
2026-09-06 19:44:00,1.086,0
2026-09-06 19:45:00,1.054,0
2026-09-06 19:46:00,1.023,0
2026-09-06 19:47:00,0.986,1
2026-09-06 19:48:00,0.945,1
2026-09-06 19:49:00,0.9,0
2026-09-06 19:50:00,0.88,0
2026-09-06 19:51:00,0.898,0
2026-09-06 19:52:00,0.914,0
2026-09-06 19:53:00,0.924,0
2026-09-06 19:54:00,0.953,0
2026-09-06 19:55:00,0.982,0
2026-09-06 19:56:00,1.022,0
2026-09-06 19:57:00,1.061,0
2026-09-06 19:58:00,1.11,0
2026-09-06 19:59:00,1.105,1
