"date (UTC)","SO2 (ppb)","Flag"
2026-09-06 05:00:00,0.954,0
2026-09-06 05:01:00,0.978,0
2026-09-06 05:02:00,0.955,0
2026-09-06 05:03:00,0.931,0
2026-09-06 05:04:00,0.889,0
2026-09-06 05:05:00,0.838,0
2026-09-06 05:06:00,0.875,0
2026-09-06 05:07:00,0.925,1
2026-09-06 05:08:00,0.978,0
2026-09-06 05:09:00,0.979,0
2026-09-06 05:10:00,0.955,0
2026-09-06 05:11:00,0.947,1
2026-09-06 05:12:00,0.947,0
2026-09-06 05:13:00,0.943,0
2026-09-06 05:14:00,0.957,0
2026-09-06 05:15:00,0.935,0
2026-09-06 05:16:00,0.875,0
2026-09-06 05:17:00,0.871,0
2026-09-06 05:18:00,0.904,0
2026-09-06 05:19:00,0.884,0
2026-09-06 05:20:00,0.85,0
2026-09-06 05:21:00,0.843,0
2026-09-06 05:22:00,0.792,0
2026-09-06 05:23:00,0.731,0
2026-09-06 05:24:00,0.713,0
2026-09-06 05:25:00,0.739,0
2026-09-06 05:26:00,0.762,0
2026-09-06 05:27:00,0.808,0
2026-09-06 05:28:00,0.845,1
2026-09-06 05:29:00,0.873,0
2026-09-06 05:30:00,0.868,0
2026-09-06 05:31:00,0.893,0
2026-09-06 05:32:00,0.924,0
2026-09-06 05:33:00,0.924,0
2026-09-06 05:34:00,0.893,0
2026-09-06 05:35:00,0.878,0
2026-09-06 05:36:00,0.942,0
2026-09-06 05:37:00,0.988,0
2026-09-06 05:38:00,0.995,0
2026-09-06 05:39:00,1.001,0
2026-09-06 05:40:00,0.998,0
2026-09-06 05:41:00,0.948,0
2026-09-06 05:42:00,0.91,0
2026-09-06 05:43:00,0.821,0
2026-09-06 05:44:00,0.785,0
2026-09-06 05:45:00,0.756,0
2026-09-06 05:46:00,0.764,1
2026-09-06 05:47:00,0.748,0
2026-09-06 05:48:00,0.756,0
2026-09-06 05:49:00,0.746,0
2026-09-06 05:50:00,0.749,1
2026-09-06 05:51:00,0.762,0
2026-09-06 05:52:00,0.696,0
2026-09-06 05:53:00,0.68,0
2026-09-06 05:54:00,0.695,0
2026-09-06 05:55:00,0.706,0
2026-09-06 05:56:00,0.715,0
2026-09-06 05:57:00,0.755,0
2026-09-06 05:58:00,0.795,1
2026-09-06 05:59:00,0.831,0
