"date (UTC)","SO2 (ppb)","Flag"
2026-09-04 23:00:00,0.991,0
2026-09-04 23:01:00,0.978,0
2026-09-04 23:02:00,1.001,0
2026-09-04 23:03:00,1.019,0
2026-09-04 23:04:00,1.021,0
2026-09-04 23:05:00,1.014,1
2026-09-04 23:06:00,1.002,0
2026-09-04 23:07:00,1.024,0
2026-09-04 23:08:00,1.044,0
2026-09-04 23:09:00,1.08,0
2026-09-04 23:10:00,1.127,0
2026-09-04 23:11:00,1.173,0
2026-09-04 23:12:00,1.202,0
2026-09-04 23:13:00,1.228,0
2026-09-04 23:14:00,1.228,0
2026-09-04 23:15:00,1.238,0
2026-09-04 23:16:00,1.259,1
2026-09-04 23:17:00,1.245,0
2026-09-04 23:18:00,1.258,0
2026-09-04 23:19:00,1.252,0
2026-09-04 23:20:00,1.243,0
2026-09-04 23:21:00,1.261,0
2026-09-04 23:22:00,1.269,0
2026-09-04 23:23:00,1.203,1
2026-09-04 23:24:00,1.134,0
2026-09-04 23:25:00,1.119,0
2026-09-04 23:26:00,1.046,0
2026-09-04 23:27:00,1.002,0
2026-09-04 23:28:00,1.011,0
2026-09-04 23:29:00,1.04,0
2026-09-04 23:30:00,1.032,0
2026-09-04 23:31:00,1.023,0
2026-09-04 23:32:00,1.009,0
2026-09-04 23:33:00,1.069,0
2026-09-04 23:34:00,1.134,0
2026-09-04 23:35:00,1.178,0
2026-09-04 23:36:00,1.183,0
2026-09-04 23:37:00,1.19,0
2026-09-04 23:38:00,1.199,0
2026-09-04 23:39:00,1.224,0
2026-09-04 23:40:00,1.246,0
2026-09-04 23:41:00,1.205,0
2026-09-04 23:42:00,1.202,0
2026-09-04 23:43:00,1.189,0
2026-09-04 23:44:00,1.132,0
2026-09-04 23:45:00,1.091,1
2026-09-04 23:46:00,1.031,0
2026-09-04 23:47:00,1.019,0
2026-09-04 23:48:00,1.053,0
2026-09-04 23:49:00,1.046,0
2026-09-04 23:50:00,0.973,0
2026-09-04 23:51:00,0.933,0
2026-09-04 23:52:00,0.91,0
2026-09-04 23:53:00,0.847,0
2026-09-04 23:54:00,0.807,0
2026-09-04 23:55:00,0.807,0
2026-09-04 23:56:00,0.798,0
2026-09-04 23:57:00,0.821,0
2026-09-04 23:58:00,0.869,0
2026-09-04 23:59:00,0.904,0
