"date (UTC)","NO2 (ppb)","Flag"
2026-08-15 01:00:00,659.177,1
2026-08-15 01:01:00,659.315,1
2026-08-15 01:02:00,659.675,1
2026-08-15 01:03:00,659.238,1
2026-08-15 01:04:00,659.958,1
2026-08-15 01:05:00,660.294,1
2026-08-15 01:06:00,659.676,1
2026-08-15 01:07:00,660.104,1
2026-08-15 01:08:00,660.044,1
2026-08-15 01:09:00,7.166,1
2026-08-15 01:10:00,3.449,1
2026-08-15 01:11:00,3.156,1
2026-08-15 01:12:00,2.992,1
2026-08-15 01:13:00,3.004,0
2026-08-15 01:14:00,2.951,0
2026-08-15 01:15:00,2.907,0
2026-08-15 01:16:00,3.015,0
2026-08-15 01:17:00,2.861,0
2026-08-15 01:18:00,2.805,0
2026-08-15 01:19:00,2.937,2
2026-08-15 01:20:00,2.804,2
2026-08-15 01:21:00,2.761,0
2026-08-15 01:22:00,2.867,2
2026-08-15 01:23:00,2.688,0
2026-08-15 01:24:00,2.673,2
2026-08-15 01:25:00,2.957,2
2026-08-15 01:26:00,2.777,0
2026-08-15 01:27:00,2.771,0
2026-08-15 01:28:00,3.007,0
2026-08-15 01:29:00,2.83,0
2026-08-15 01:30:00,2.839,0
2026-08-15 01:31:00,2.958,0
2026-08-15 01:32:00,2.788,0
2026-08-15 01:33:00,2.802,0
2026-08-15 01:34:00,2.995,0
2026-08-15 01:35:00,2.878,0
2026-08-15 01:36:00,2.878,0
2026-08-15 01:37:00,2.891,0
2026-08-15 01:38:00,2.852,2
2026-08-15 01:39:00,2.839,0
2026-08-15 01:40:00,2.957,0
2026-08-15 01:41:00,2.758,0
2026-08-15 01:42:00,2.72,0
2026-08-15 01:43:00,2.858,0
2026-08-15 01:44:00,2.666,0
2026-08-15 01:45:00,2.646,0
2026-08-15 01:46:00,2.743,0
2026-08-15 01:47:00,2.603,0
2026-08-15 01:48:00,2.621,0
2026-08-15 01:49:00,2.522,0
2026-08-15 01:50:00,2.439,2
2026-08-15 01:51:00,2.523,0
2026-08-15 01:52:00,2.549,0
2026-08-15 01:53:00,2.427,0
2026-08-15 01:54:00,2.442,2
2026-08-15 01:55:00,2.42,2
2026-08-15 01:56:00,2.324,0
2026-08-15 01:57:00,2.347,0
2026-08-15 01:58:00,2.246,0
2026-08-15 01:59:00,2.144,0
