"date (UTC)","NO2 (ppb)","Flag"
2026-08-30 02:00:00,2.667,0
2026-08-30 02:01:00,2.876,0
2026-08-30 02:02:00,2.457,0
2026-08-30 02:03:00,2.914,0
2026-08-30 02:04:00,2.972,0
2026-08-30 02:05:00,2.709,0
2026-08-30 02:06:00,2.61,0
2026-08-30 02:07:00,2.631,0
2026-08-30 02:08:00,2.624,0
2026-08-30 02:09:00,2.624,0
2026-08-30 02:10:00,2.617,0
2026-08-30 02:11:00,2.571,0
2026-08-30 02:12:00,2.609,0
2026-08-30 02:13:00,2.722,0
2026-08-30 02:14:00,2.876,0
2026-08-30 02:15:00,2.713,0
2026-08-30 02:16:00,2.494,0
2026-08-30 02:17:00,2.493,0
2026-08-30 02:18:00,2.403,0
2026-08-30 02:19:00,2.563,0
2026-08-30 02:20:00,2.795,0
2026-08-30 02:21:00,2.673,0
2026-08-30 02:22:00,2.621,0
2026-08-30 02:23:00,2.522,0
2026-08-30 02:24:00,2.603,0
2026-08-30 02:25:00,2.635,0
2026-08-30 02:26:00,2.572,0
2026-08-30 02:27:00,2.691,0
2026-08-30 02:28:00,2.947,0
2026-08-30 02:29:00,2.852,0
2026-08-30 02:30:00,2.767,0
2026-08-30 02:31:00,2.748,0
2026-08-30 02:32:00,2.611,0
2026-08-30 02:33:00,2.639,0
2026-08-30 02:34:00,2.742,0
2026-08-30 02:35:00,2.676,0
2026-08-30 02:36:00,2.842,0
2026-08-30 02:37:00,2.638,0
2026-08-30 02:38:00,2.688,0
2026-08-30 02:39:00,2.753,0
2026-08-30 02:40:00,2.725,0
2026-08-30 02:41:00,2.825,0
2026-08-30 02:42:00,3.006,0
2026-08-30 02:43:00,2.861,0
2026-08-30 02:44:00,2.934,0
2026-08-30 02:45:00,3.165,0
2026-08-30 02:46:00,3.109,0
2026-08-30 02:47:00,3.052,0
2026-08-30 02:48:00,2.901,0
2026-08-30 02:49:00,3.154,0
2026-08-30 02:50:00,3.128,0
2026-08-30 02:51:00,2.972,0
2026-08-30 02:52:00,2.848,0
2026-08-30 02:53:00,2.569,0
2026-08-30 02:54:00,3.091,0
2026-08-30 02:55:00,2.752,0
2026-08-30 02:56:00,2.756,0
2026-08-30 02:57:00,3.017,0
2026-08-30 02:58:00,3.347,0
2026-08-30 02:59:00,3.163,0
