"date (UTC)","NO2 (ppb)","Flag"
2026-08-28 14:00:00,3.647,0
2026-08-28 14:01:00,4.085,0
2026-08-28 14:02:00,6.377,0
2026-08-28 14:03:00,7.305,0
2026-08-28 14:04:00,5.543,0
2026-08-28 14:05:00,5.515,0
2026-08-28 14:06:00,7.183,0
2026-08-28 14:07:00,5.426,0
2026-08-28 14:08:00,3.703,0
2026-08-28 14:09:00,3.444,0
2026-08-28 14:10:00,3.753,0
2026-08-28 14:11:00,5.815,0
2026-08-28 14:12:00,4.419,0
2026-08-28 14:13:00,5.427,0
2026-08-28 14:14:00,6.752,0
2026-08-28 14:15:00,5.693,0
2026-08-28 14:16:00,3.749,0
2026-08-28 14:17:00,2.478,0
2026-08-28 14:18:00,5.43,0
2026-08-28 14:19:00,3.866,0
2026-08-28 14:20:00,4.149,0
2026-08-28 14:21:00,4.671,0
2026-08-28 14:22:00,4.671,0
2026-08-28 14:23:00,4.727,0
2026-08-28 14:24:00,4.945,0
2026-08-28 14:25:00,4.85,0
2026-08-28 14:26:00,5.262,0
2026-08-28 14:27:00,5.683,0
2026-08-28 14:28:00,5.195,0
2026-08-28 14:29:00,5.067,0
2026-08-28 14:30:00,4.499,0
2026-08-28 14:31:00,4.74,0
2026-08-28 14:32:00,3.681,0
2026-08-28 14:33:00,3.132,0
2026-08-28 14:34:00,2.816,0
2026-08-28 14:35:00,2.968,0
2026-08-28 14:36:00,2.725,0
2026-08-28 14:37:00,2.985,0
2026-08-28 14:38:00,3.669,0
2026-08-28 14:39:00,5.172,0
2026-08-28 14:40:00,5.52,0
2026-08-28 14:41:00,5.965,0
2026-08-28 14:42:00,4.871,0
2026-08-28 14:43:00,4.199,0
2026-08-28 14:44:00,3.33,0
2026-08-28 14:45:00,3.805,0
2026-08-28 14:46:00,4.496,0
2026-08-28 14:47:00,5.229,0
2026-08-28 14:48:00,8.323,0
2026-08-28 14:49:00,7.112,0
2026-08-28 14:50:00,6.929,0
2026-08-28 14:51:00,8.604,0
2026-08-28 14:52:00,5.043,0
2026-08-28 14:53:00,5.924,0
2026-08-28 14:54:00,7.712,0
2026-08-28 14:55:00,9.141,0
2026-08-28 14:56:00,10.503,0
2026-08-28 14:57:00,11.14,0
2026-08-28 14:58:00,7.356,0
2026-08-28 14:59:00,7.858,0
