"date (UTC)","NO2 (ppb)","Flag"
2026-08-29 04:00:00,3.469,0
2026-08-29 04:01:00,2.949,0
2026-08-29 04:02:00,2.714,0
2026-08-29 04:03:00,2.54,0
2026-08-29 04:04:00,2.661,0
2026-08-29 04:05:00,2.857,0
2026-08-29 04:06:00,2.773,0
2026-08-29 04:07:00,2.824,0
2026-08-29 04:08:00,2.78,0
2026-08-29 04:09:00,2.801,0
2026-08-29 04:10:00,2.967,0
2026-08-29 04:11:00,3.148,0
2026-08-29 04:12:00,2.987,0
2026-08-29 04:13:00,2.985,0
2026-08-29 04:14:00,2.957,0
2026-08-29 04:15:00,2.855,0
2026-08-29 04:16:00,2.928,0
2026-08-29 04:17:00,3.122,0
2026-08-29 04:18:00,2.372,0
2026-08-29 04:19:00,2.827,0
2026-08-29 04:20:00,2.836,0
2026-08-29 04:21:00,2.665,0
2026-08-29 04:22:00,2.372,0
2026-08-29 04:23:00,3.154,0
2026-08-29 04:24:00,2.889,0
2026-08-29 04:25:00,3.047,0
2026-08-29 04:26:00,2.707,0
2026-08-29 04:27:00,2.141,0
2026-08-29 04:28:00,1.925,0
2026-08-29 04:29:00,2.951,0
2026-08-29 04:30:00,2.47,0
2026-08-29 04:31:00,2.96,0
2026-08-29 04:32:00,2.318,0
2026-08-29 04:33:00,2.17,0
2026-08-29 04:34:00,2.918,0
2026-08-29 04:35:00,2.265,0
2026-08-29 04:36:00,1.96,0
2026-08-29 04:37:00,1.96,0
2026-08-29 04:38:00,1.96,0
2026-08-29 04:39:00,2.228,0
2026-08-29 04:40:00,2.745,0
2026-08-29 04:41:00,2.425,0
2026-08-29 04:42:00,2.523,0
2026-08-29 04:43:00,2.339,0
2026-08-29 04:44:00,1.993,0
2026-08-29 04:45:00,2.119,0
2026-08-29 04:46:00,2.162,0
2026-08-29 04:47:00,2.359,0
2026-08-29 04:48:00,2.443,0
2026-08-29 04:49:00,2.252,0
2026-08-29 04:50:00,2.287,0
2026-08-29 04:51:00,2.325,0
2026-08-29 04:52:00,2.361,0
2026-08-29 04:53:00,2.354,0
2026-08-29 04:54:00,2.149,0
2026-08-29 04:55:00,2.196,0
2026-08-29 04:56:00,2.549,0
2026-08-29 04:57:00,2.918,0
2026-08-29 04:58:00,2.929,0
2026-08-29 04:59:00,2.77,0
