"date (UTC)","NO2 (ppb)","Flag"
2026-08-14 06:00:00,6.449,2
2026-08-14 06:01:00,6.648,0
2026-08-14 06:02:00,6.008,0
2026-08-14 06:03:00,5.844,0
2026-08-14 06:04:00,4.665,0
2026-08-14 06:05:00,4.16,0
2026-08-14 06:06:00,4.55,0
2026-08-14 06:07:00,4.073,2
2026-08-14 06:08:00,4.285,0
2026-08-14 06:09:00,4.038,2
2026-08-14 06:10:00,4.44,0
2026-08-14 06:11:00,4.841,2
2026-08-14 06:12:00,5.347,0
2026-08-14 06:13:00,5.754,2
2026-08-14 06:14:00,7.255,0
2026-08-14 06:15:00,6.73,2
2026-08-14 06:16:00,6.73,0
2026-08-14 06:17:00,6.057,0
2026-08-14 06:18:00,5.323,0
2026-08-14 06:19:00,5.232,0
2026-08-14 06:20:00,5.296,0
2026-08-14 06:21:00,5.82,2
2026-08-14 06:22:00,5.688,0
2026-08-14 06:23:00,5.446,0
2026-08-14 06:24:00,5.075,2
2026-08-14 06:25:00,4.868,0
2026-08-14 06:26:00,4.971,0
2026-08-14 06:27:00,4.971,0
2026-08-14 06:28:00,6.59,0
2026-08-14 06:29:00,6.467,0
2026-08-14 06:30:00,6.43,0
2026-08-14 06:31:00,5.691,0
2026-08-14 06:32:00,5.342,2
2026-08-14 06:33:00,4.544,0
2026-08-14 06:34:00,4.471,0
2026-08-14 06:35:00,4.438,0
2026-08-14 06:36:00,4.182,0
2026-08-14 06:37:00,4.072,0
2026-08-14 06:38:00,4.203,0
2026-08-14 06:39:00,4.028,0
2026-08-14 06:40:00,4.073,0
2026-08-14 06:41:00,4.246,0
2026-08-14 06:42:00,4.813,0
2026-08-14 06:43:00,4.35,2
2026-08-14 06:44:00,5.096,0
2026-08-14 06:45:00,4.702,2
2026-08-14 06:46:00,5.168,0
2026-08-14 06:47:00,5.095,0
2026-08-14 06:48:00,6.069,2
2026-08-14 06:49:00,5.654,0
2026-08-14 06:50:00,4.969,0
2026-08-14 06:51:00,4.744,0
2026-08-14 06:52:00,4.693,0
2026-08-14 06:53:00,5.053,0
2026-08-14 06:54:00,4.856,0
2026-08-14 06:55:00,5.188,0
2026-08-14 06:56:00,4.996,0
2026-08-14 06:57:00,4.661,0
2026-08-14 06:58:00,4.356,2
2026-08-14 06:59:00,4.692,0
