"date (UTC)","NO2 (ppb)","Flag"
2026-08-29 17:00:00,12.13,0
2026-08-29 17:01:00,13.089,0
2026-08-29 17:02:00,13.481,0
2026-08-29 17:03:00,14.546,0
2026-08-29 17:04:00,13.942,0
2026-08-29 17:05:00,13.783,0
2026-08-29 17:06:00,13.55,0
2026-08-29 17:07:00,13.215,0
2026-08-29 17:08:00,13.831,0
2026-08-29 17:09:00,13.529,0
2026-08-29 17:10:00,12.607,0
2026-08-29 17:11:00,13.182,0
2026-08-29 17:12:00,12.646,0
2026-08-29 17:13:00,12.841,0
2026-08-29 17:14:00,12.966,0
2026-08-29 17:15:00,12.393,0
2026-08-29 17:16:00,11.911,0
2026-08-29 17:17:00,12.449,0
2026-08-29 17:18:00,12.858,0
2026-08-29 17:19:00,12.495,0
2026-08-29 17:20:00,12.154,0
2026-08-29 17:21:00,12.717,0
2026-08-29 17:22:00,12.418,0
2026-08-29 17:23:00,12.349,0
2026-08-29 17:24:00,12.152,0
2026-08-29 17:25:00,12.293,0
2026-08-29 17:26:00,12.263,0
2026-08-29 17:27:00,12.059,0
2026-08-29 17:28:00,12.368,0
2026-08-29 17:29:00,13.017,0
2026-08-29 17:30:00,12.965,0
2026-08-29 17:31:00,14.604,0
2026-08-29 17:32:00,13.059,0
2026-08-29 17:33:00,14.173,0
2026-08-29 17:34:00,14.077,0
2026-08-29 17:35:00,13.908,0
2026-08-29 17:36:00,13.825,0
2026-08-29 17:37:00,13.433,0
2026-08-29 17:38:00,13.374,0
2026-08-29 17:39:00,12.238,0
2026-08-29 17:40:00,12.41,0
2026-08-29 17:41:00,12.579,0
2026-08-29 17:42:00,12.514,0
2026-08-29 17:43:00,13.107,0
2026-08-29 17:44:00,13.365,0
2026-08-29 17:45:00,13.51,0
2026-08-29 17:46:00,14.1,0
2026-08-29 17:47:00,12.785,0
2026-08-29 17:48:00,13.426,0
2026-08-29 17:49:00,13.705,0
2026-08-29 17:50:00,14.782,0
2026-08-29 17:51:00,14.65,0
2026-08-29 17:52:00,14.65,0
2026-08-29 17:53:00,15.021,0
2026-08-29 17:54:00,16.457,0
2026-08-29 17:55:00,17.664,0
2026-08-29 17:56:00,17.647,0
2026-08-29 17:57:00,15.853,0
2026-08-29 17:58:00,12.345,0
2026-08-29 17:59:00,12.688,0
