"date (UTC)","NO2 (ppb)","Flag"
2026-08-26 15:00:00,2.889,0
2026-08-26 15:01:00,2.815,0
2026-08-26 15:02:00,2.848,0
2026-08-26 15:03:00,2.747,0
2026-08-26 15:04:00,2.807,0
2026-08-26 15:05:00,2.959,0
2026-08-26 15:06:00,3.103,0
2026-08-26 15:07:00,3.497,0
2026-08-26 15:08:00,3.815,0
2026-08-26 15:09:00,3.802,0
2026-08-26 15:10:00,3.686,0
2026-08-26 15:11:00,3.728,0
2026-08-26 15:12:00,3.549,0
2026-08-26 15:13:00,3.797,0
2026-08-26 15:14:00,3.708,0
2026-08-26 15:15:00,3.888,0
2026-08-26 15:16:00,4.198,0
2026-08-26 15:17:00,4.24,0
2026-08-26 15:18:00,4.333,0
2026-08-26 15:19:00,4.373,0
2026-08-26 15:20:00,4.538,0
2026-08-26 15:21:00,4.66,0
2026-08-26 15:22:00,4.675,0
2026-08-26 15:23:00,4.675,0
2026-08-26 15:24:00,4.636,0
2026-08-26 15:25:00,3.736,0
2026-08-26 15:26:00,3.43,0
2026-08-26 15:27:00,3.319,0
2026-08-26 15:28:00,3.043,0
2026-08-26 15:29:00,3.275,0
2026-08-26 15:30:00,2.864,0
2026-08-26 15:31:00,2.873,0
2026-08-26 15:32:00,2.825,0
2026-08-26 15:33:00,3.004,0
2026-08-26 15:34:00,3.101,0
2026-08-26 15:35:00,3.508,0
2026-08-26 15:36:00,3.119,0
2026-08-26 15:37:00,2.924,0
2026-08-26 15:38:00,2.66,0
2026-08-26 15:39:00,2.514,0
2026-08-26 15:40:00,3.089,0
2026-08-26 15:41:00,3.266,0
2026-08-26 15:42:00,2.858,0
2026-08-26 15:43:00,2.76,0
2026-08-26 15:44:00,2.822,0
2026-08-26 15:45:00,2.758,0
2026-08-26 15:46:00,2.628,0
2026-08-26 15:47:00,2.632,0
2026-08-26 15:48:00,2.836,0
2026-08-26 15:49:00,2.867,0
2026-08-26 15:50:00,3.136,0
2026-08-26 15:51:00,3.222,0
2026-08-26 15:52:00,3.329,0
2026-08-26 15:53:00,3.318,0
2026-08-26 15:54:00,3.492,0
2026-08-26 15:55:00,3.523,0
2026-08-26 15:56:00,3.638,0
2026-08-26 15:57:00,3.58,0
2026-08-26 15:58:00,3.68,0
2026-08-26 15:59:00,3.83,0
